episode_reward_mean,timesteps_total
82.69620513916016,2048
155.6273651123047,6144
194.29652404785156,10240
214.55648803710938,14336
217.105712890625,18432
232.8435821533203,22528
301.2637939453125,26624
1040.4720458984375,30720
1018.30615234375,34816
1008.1264038085938,38912
1000.453369140625,43008
1003.0511474609375,47104
996.0780029296875,51200
994.4302978515625,55296
990.1109619140625,59392
985.2760009765625,63488
987.505126953125,67584
985.2066650390625,71680
986.2440795898438,75776
972.7342529296875,79872
982.48193359375,83968
974.8372802734375,88064
803.7965087890625,92160
785.0403442382812,96256
970.6534423828125,100352
972.4498291015625,104448
974.3148193359375,108544
975.374755859375,112640
970.8638305664062,116736
649.1727905273438,120832
679.6464233398438,124928
618.3882446289062,129024
684.16650390625,133120
738.8246459960938,137216
630.7046508789062,141312
770.1942749023438,145408
703.958740234375,149504
705.4104614257812,153600
633.873291015625,157696
640.2597045898438,161792
767.28662109375,165888
777.4534912109375,169984
659.896484375,174080
529.3614501953125,178176
462.72015380859375,182272
458.1171875,186368
501.687255859375,190464
516.6716918945312,194560
538.31787109375,198656
496.8751220703125,202752
466.4227600097656,206848
490.8235778808594,210944
557.5834350585938,215040
576.7959594726562,219136
388.83197021484375,223232
452.6180725097656,227328
327.8099060058594,231424
268.5035705566406,235520
320.3516540527344,239616
338.23529052734375,243712
281.9991760253906,247808
304.29718017578125,251904
321.2738952636719,256000
245.65614318847656,260096
352.3074951171875,264192
334.1971130371094,268288
274.31903076171875,272384
319.06146240234375,276480
215.78944396972656,280576
238.36026000976562,284672
271.1078796386719,288768
450.6880798339844,292864
530.696044921875,296960
521.9434814453125,301056
567.2199096679688,305152
574.5255737304688,309248
508.6618957519531,313344
206.22792053222656,317440
244.13037109375,321536
267.0679626464844,325632
185.33718872070312,329728
201.5974578857422,333824
206.8478240966797,337920
197.00282287597656,342016
214.95196533203125,346112
205.46005249023438,350208
160.76206970214844,354304
173.1004638671875,358400
167.7862548828125,362496
186.14540100097656,366592
177.49539184570312,370688
169.92144775390625,374784
220.61184692382812,378880
140.61294555664062,382976
491.1768493652344,387072
323.40826416015625,391168
476.1954040527344,395264
474.6996154785156,399360
262.9879150390625,403456
457.98248291015625,407552
345.0777282714844,411648
186.1270294189453,415744
313.3086853027344,419840
248.91783142089844,423936
292.79840087890625,428032
332.36761474609375,432128
251.68026733398438,436224
276.29541015625,440320
167.01133728027344,444416
154.73435974121094,448512
155.46209716796875,452608
156.7406005859375,456704
156.81912231445312,460800
160.2059326171875,464896
156.57810974121094,468992
148.4041290283203,473088
144.9222869873047,477184
152.949462890625,481280
143.8199005126953,485376
146.8123016357422,489472
144.38699340820312,493568
159.57870483398438,497664
145.225341796875,501760
